Sentence,VADER_neg,VADER_neu,VADER_pos,VADER_compound,VADER_Sentiment
"ok change if the movie is Mat Kilau , if it's a taylor swift song , if it's a book , I'll make upin ipin srs srs I'll arrive just opet pasipaka sipakapaka",0,0.867,0.133,0.4588,Positive
"I like the hype for wahid/beto after mat kilau movie , like moon bintang and pakmat western",0,0.722,0.278,0.6124,Positive
"When he said the Mat Kilau is 5/5 , I can use it , he has a rating . A rocking movie can also be given 5/5",0,1,0,0,Neutral
"Who likes the movie Mat Kilau , our movie tastes are not the same . Even the tallest one is 5/10 . The script is messy , the plot is lame , the story line is too much , the actors are the best . The acting is solid , it's a pity that it's like that . ",0.126,0.688,0.186,0.5574,Positive
i vividly remember when he rated mat kilau 10/10 and that movie turns out to be a disgrace to the,0.158,0.842,0,-0.4939,Negative
"Aisy: Aisy has seen Air Force The Movie , but Mat Kilau",0,1,0,0,Neutral
"When your friend just noticed you fight . Remember I'm influenced by Mat Kilau . Even though it's only been 6 years of martial arts , it's not the influence of the movie mat kilau",0.075,0.833,0.092,0.1531,Positive
"Yea , just realized the movie is called Mat Kilau , not",0,1,0,0,Neutral
Beto stole the movie more than Mat Kilau,0,1,0,0,Neutral
"From wanting to watch a horror movie , to Mat Kilau then end up with",0.236,0.764,0,-0.5719,Negative
"It beats critically acclaimed PASKAL: The Movie which had RM30 . 08 million of box office but fell short behind Mat Kilau: Kebangkitan Pahlawan at RM97 million . Then again , wiv that much of collection , the RMAF could have 7 EC-120B or 7 Bayraktar or 2 TAI Anka",0,1,0,0,Neutral
"Weiii hahaha I like to watch Mat Kilau movies but I don't even agree with your shadow cabinet , don't do that . I still support this unity government . Tired of self-centered politics",0.176,0.62,0.205,0.0219,Neutral
"It seems that many Malays would like it if there were no Chinese/Indians in the government . If you don't believe it , you can go into the village or ask people who like to watch Mat Kilau movies . Most of them like that the government is 100% Malay , but they don't want to admit to being racist . It is said to dignify the nation . ",0.139,0.741,0.121,-0.3337,Negative
better than Mat Kilau propaganda,0.253,0.38,0.367,0.2263,Positive
"Watching mat kilau for the very first time on netflix . Man . . it is shitty , but in a sense it is entertaining . Like we watch Malay dramas at 7 o'clock . We enjoy bashing on the absurdity . In a sense its like watching a b movie for the heckin fun of it . Shit movie anyways",0.107,0.609,0.284,0.9169,Positive
"Done watching Air Force the movie , sis cried when Adnan died . . sobs . . this is the best story . . compared to Mat Kilau , I feel a lot different from this Air Force , Mat Kilau is normal , this Air Force made me neves , crying , angry and scared . . ",0.326,0.601,0.072,-0.93,Negative
10 . TGV: Doctor Strange Multiverse of Madness (Standard) 6/10 11 . TGV: Mat Kilau (Standard) 9/10 12 . TGV: Minions: The Rise of Gru (Family Friendly) 8/10 13 . TGV: Air Force The Movie: As Long As You Live (Standard) 4/10 14 . TGV: Abang Long Fadil 3 (Standard),0.101,0.899,0,-0.5719,Negative
"Each time there is an intense scene , it feels like torture , it feels like your brain is shaking like you don't see mv Mat Kilau , but this is literally brain shaking! Can't wait to see the movie",0.138,0.705,0.157,-0.1882,Negative
Just watched airforce the movie for 1 minute on netflix . The cameraman makes the skill of shaking like a Mat Kilau . Don't look at it . Scared,0.164,0.747,0.089,-0.2732,Negative
"Btw , I rarely like Malay movies (except for the scenario of zombies , bananas , razors , lipstick goals , cun , surrender , eh , I like it lol) ok , I don't like it . But I saw thick bikerz 2 and I got hooked until the end . His fighting scene doesn't hurt",0.168,0.721,0.112,-0.1658,Negative
"Although FINAS does not update the quotes on the website , here I share that Air Force is the 6th best-selling movie behind Agent Ali: The Movie (RM 30 . 05m) , Mechamato The Movie (RM35m) , Hantu Kak Limah (RM 36 . 23 j) , Munafik 2 (RM48j) & Mat Kilau (RM 97 j) . ",0,0.953,0.047,0.296,Positive
"Basically , Mat Kilau films are bad , just look at the reviews on movie forums . If the quality is bad , it's obvious that it's the same as the Indo market . . ",0.206,0.794,0,-0.7906,Negative
This local Air Force movie that's now on Netflix is a pile of jingoistic nonsense . 0/10 do not recommend . Also one of those Mat Kilau dudes is in,0.161,0.839,0,-0.5873,Negative
"Uh , none . I'm not really into my local movie scene , bro . Although of late I see a lotta films coming out . Weird thing the biggest show was Mat Kilau which many panned for its supremacist theme",0.048,0.909,0.043,-0.0516,Negative
"Mat kilau could have been better that said is a damn good movie la , its like braveheart effect after watching it you will hate the colonials all . its not for everyone . I think the best movies so far I've watched recently was goodwill hunting on",0.114,0.662,0.224,0.7269,Positive
"So , what do you think of Matt",0,1,0,0,Neutral
"Bro , I'm not wrong , right? Haha . I mean that libhanat will blame Mat Kilau when the movie",0.239,0.636,0.125,-0.3239,Negative
I remember Mat Kilau's story . . . I started a verbal war cursing non-Malays . . . non-Malays didn't watch the movie . . . didn't like the behavior,0.273,0.727,0,-0.7193,Negative
I didn't agree with the values and morals of Mat Kilau (the movie ah) and it's creator . So what did I do? I didn't watch,0.085,0.806,0.109,0.1506,Positive
"Wanting to be a person who goes against the grain and get the support of many people is not an easy task . The analogy is watching movies like Mat Kilau , Phi Bhi Dil Hai Hindustani and even the PKR struggle circa 1998",0.1,0.789,0.111,0.1265,Positive
"""if you don't like it don't watch it"" - guy who wrote a 50-tweet thread about why the mat kilau movie is",0.1,0.9,0,-0.2755,Negative
"What do I want to say how ugly and hypocritical is the attitude of all of these tribes? Then it was said that the movie Mat Kilau was racist that day , so if you follow the logic , you don't like it . ",0.255,0.719,0.027,-0.9024,Negative
"Is there no other argument? It's clear that the movie is only shown on netflix , not in the cinema . Try hard , it's really annoying . Call your Mat Kilau and tell me",0.241,0.69,0.069,-0.6697,Negative
"It's strange that boys and young people can watch violent movies like Mat Kilau , but they can't watch soft porn movies",0.163,0.763,0.074,-0.2732,Negative
It's good that the story is broken at the box office . I don't see my brother's brother wearing a woman's cloth inside,0.129,0.75,0.121,-0.0516,Negative
"Since I don't watch Malay movies at the cinema except for Syukur 21 & Mat Kilau , this one is easily let go , ",0,0.888,0.112,0.34,Positive
srsly mat kilau is a great movie? I still like to see mamat khalid have a movie . . talk fluently like studying,0,0.622,0.378,0.8442,Positive
Mat kilau was a fucking propaganda movie and they allowed,0.223,0.777,0,-0.3167,Negative
"Mat kilau was a fucking propaganda film . . . . all this mf calling out to ban this movie due to having ""sexy"" scenes are the same guys that wack off to ms",0.179,0.821,0,-0.7089,Negative
All the gangster movies can la . . . mat kilau was basically a propaganda movie and they fucking allowed that but this,0.077,0.923,0,-0.128,Negative
"Hahaha , many people complain that they don't want to go to see Malay movies in the cinema . They only watched Matt",0.147,0.711,0.142,0.2211,Positive
"Chaotic timeline about the Movie . Oh well , what to say . . . our movies are full of shit , including the much-acclaimed Mat",0.263,0.656,0.081,-0.6908,Negative
"You know what I find ironic about this bashing on that Pulau movie being too 'soft porn' and calling for censorship , yet I cringe when they were ayyy okay with disgusting scene in Mat Kilau where they picture the British army being violent and stomping on pregnant",0.17,0.793,0.037,-0.7845,Negative
what's going on in this movie? Do you remember that there is only 1 genre of movies like Mat Kilau? make a story about hackers with more power than this softporn movie . those who do it are not Malay like me . there are Malays who do that,0,0.889,0.111,0.6553,Positive
"If it is made for Malays like you . Address x is malaysian film forever . If you enter Indonesia , you will be cursed only by the people there . But that's movie level",0,0.943,0.057,0.1901,Positive
did anyone complain about paskal and Mat Kilau? those 2 movies are great level movies . people just feel annoyed by too much sexual attraction in this movie rather than,0.141,0.663,0.196,0.4588,Positive
"Mat kilaau , watch the trailer first , it's the best movie ever , it's the best movie out there , it's not good , stop stifling freedom in artistic expression ie movie making , you don't need to say finas barai , it's just the same barai value doesn't run far from",0.041,0.675,0.285,0.938,Positive
the qrts saying that it's gonna be better than Mat Kilau when both movies are,0,0.828,0.172,0.4404,Positive
"Thanks for describing Mat Kilau yet it is the highest grossed movie in malaysia , kinda sums up mly pipol has a level of",0.058,0.823,0.119,0.3612,Positive
Is this,0,1,0,0,Neutral
IF YOU MAKE A MOVIE THE Mat Kilau Mat Kilau,0,1,0,0,Neutral
"Never liked his movies . I've only seen one , Mat Kilau (only for Beto Kusyairy) I hate it when the men keep saying ""lu gua lu gua"" . It's true that I directly taught you . . All time banned from me",0.206,0.73,0.064,-0.7377,Negative
"Hey Mr . Syamsul Yusof , I just want to say that I've been paralyzed for 8 years and since then I liked to watch your movies , and watching all of your films especially Mat Kilau gave me the strength to get up and turn off the TV and jump out of my window , thank you",0,0.827,0.173,0.8316,Positive
It's good to watch Doraemon from the point of view of this movie . That day TER saw the Mat Kilau . Regret for life . I won't watch any of his movies anymore,0.083,0.831,0.086,0.0258,Neutral
It's like a white person said people of Malay descent won't have equal rights in their country but applauding Mat Kilau movie . Can you imagine?,0,0.789,0.211,0.7096,Positive
Al Fatihah to Mat Kilau the OG but l'll never watch Mat Kilau the,0,1,0,0,Neutral
"Bro , you see that Indonesia has movies now that are at the international level . You look at it from a different angle . It's like a special movement that looks very acting . because it looks real . Mat Kilau for me 3/5 sb like the communist idiots use weapons they can attack tgh2 the field run straight you won't die",0.089,0.723,0.188,0.6952,Positive
"those 2 devil worshipers . . disappointed giler . video review he entered in the home yt i . and he said the movie was the best , even the comments were all disapproving of him . when I watch that movie , ughh , it's not 5/5 yer pengabdi satan 1 is the best even the Mat Kilau . . it's like hauk but",0.082,0.774,0.144,0.3919,Positive
